category,level,region,year,quarter,registered_users
user,state,west bengal,2024,2,32540397
user,state,telangana,2024,2,32232171
user,state,tamil nadu,2024,2,31818880
user,state,madhya pradesh,2024,2,29324466
user,state,gujarat,2024,2,28439885
user,district,bengaluru urban,2024,2,18127475
user,district,pune,2024,2,11964579
user,district,thane,2024,2,7591749
user,district,jaipur,2024,2,7522194
user,district,mumbai suburban,2024,2,7325715
user,district,hyderabad,2024,2,6138190
user,district,ahmadabad,2024,2,5693015
user,district,rangareddy,2024,2,5331711
user,district,surat,2024,2,4747919
user,district,north twenty four parganas,2024,2,4746814
user,pincode,201301,2024,2,1021560
user,pincode,110059,2024,2,860657
user,pincode,560068,2024,2,780422
user,pincode,421302,2024,2,772632
user,pincode,122001,2024,2,679107
user,pincode,500072,2024,2,673094
user,pincode,110092,2024,2,664004
user,pincode,110086,2024,2,606637
user,pincode,121004,2024,2,593014
user,pincode,201009,2024,2,569781
user,state,maharashtra,2024,3,69641161
user,state,uttar pradesh,2024,3,67922000
user,state,karnataka,2024,3,44548391
user,state,rajasthan,2024,3,35583171
user,state,west bengal,2024,3,33612828
user,state,tamil nadu,2024,3,32965209
user,state,bihar,2024,3,31899315
user,state,madhya pradesh,2024,3,31764084
user,state,telangana,2024,3,30776242
user,state,andhra pradesh,2024,3,29145303
user,district,bengaluru urban,2024,3,17566351
user,district,pune,2024,3,12392676
user,district,thane,2024,3,7103828
user,district,mumbai suburban,2024,3,6688601
user,district,rangareddy,2024,3,5769438
user,district,hyderabad,2024,3,5757304
user,district,ahmedabad,2024,3,5580316
user,district,chennai,2024,3,5387490
user,district,jaipur,2024,3,5219354
user,district,surat,2024,3,4957655
user,pincode,201301,2024,3,899384
user,pincode,421302,2024,3,844375
user,pincode,110059,2024,3,808649
user,pincode,500072,2024,3,733364
user,pincode,452001,2024,3,686231
user,pincode,410501,2024,3,663831
user,pincode,121004,2024,3,646607
user,pincode,201009,2024,3,646266
user,pincode,560068,2024,3,645173
user,pincode,110092,2024,3,639422
user,state,maharashtra,2024,4,71807805
user,state,uttar pradesh,2024,4,70474113
user,state,karnataka,2024,4,45917653
user,state,rajasthan,2024,4,36828375
user,state,west bengal,2024,4,34750181
user,state,tamil nadu,2024,4,33966610
user,state,bihar,2024,4,33345285
user,state,madhya pradesh,2024,4,32876660
user,state,telangana,2024,4,31726856
user,state,andhra pradesh,2024,4,29984431
user,district,bengaluru urban,2024,4,18101416
user,district,pune,2024,4,12734314
user,district,thane,2024,4,7300941
user,district,mumbai suburban,2024,4,6875379
user,district,rangareddy,2024,4,5988320
user,district,hyderabad,2024,4,5916910
user,district,ahmedabad,2024,4,5702922
user,district,chennai,2024,4,5541760
user,district,jaipur,2024,4,5371681
user,district,north twenty four parganas,2024,4,5085095
user,pincode,201301,2024,4,964283
user,pincode,421302,2024,4,871910
user,pincode,110059,2024,4,826819
user,pincode,500072,2024,4,755978
user,pincode,452001,2024,4,709324
user,pincode,410501,2024,4,683435
user,pincode,560068,2024,4,663903
user,pincode,121004,2024,4,661818
user,pincode,201009,2024,4,660474
user,pincode,110092,2024,4,654020
