state,year,payment_category,type,count,amount,source_file
himachal-pradesh,2020,Peer-to-peer payments,TOTAL,1954492,8806586536.659174,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2020\3.json
himachal-pradesh,2020,Merchant payments,TOTAL,1090445,851539467.337558,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2020\3.json
himachal-pradesh,2020,Financial Services,TOTAL,9543,11391079.288736572,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2020\3.json
himachal-pradesh,2020,Others,TOTAL,19001,11969008.527252048,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2020\3.json
himachal-pradesh,2020,Recharge & bill payments,TOTAL,2638030,936305777.7250878,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2020\4.json
himachal-pradesh,2020,Peer-to-peer payments,TOTAL,2594659,11426268857.229637,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2020\4.json
himachal-pradesh,2020,Merchant payments,TOTAL,2001259,1589433440.2684097,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2020\4.json
himachal-pradesh,2020,Financial Services,TOTAL,11353,15534252.217986543,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2020\4.json
himachal-pradesh,2020,Others,TOTAL,27027,21510781.37178286,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2020\4.json
himachal-pradesh,2021,Peer-to-peer payments,TOTAL,2845733,11358078843.572702,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\1.json
himachal-pradesh,2021,Recharge & bill payments,TOTAL,2547359,948929031.6443391,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\1.json
himachal-pradesh,2021,Merchant payments,TOTAL,2186946,1778219850.8347864,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\1.json
himachal-pradesh,2021,Financial Services,TOTAL,12561,16554205.504427344,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\1.json
himachal-pradesh,2021,Others,TOTAL,21430,18764977.931273177,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\1.json
himachal-pradesh,2021,Peer-to-peer payments,TOTAL,3340531,13035543546.66397,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\2.json
himachal-pradesh,2021,Recharge & bill payments,TOTAL,3216602,1045789841.916208,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\2.json
himachal-pradesh,2021,Merchant payments,TOTAL,2883209,2378084375.199477,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\2.json
himachal-pradesh,2021,Financial Services,TOTAL,14642,16428390.62373627,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\2.json
himachal-pradesh,2021,Others,TOTAL,28918,19788385.405835297,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\2.json
himachal-pradesh,2021,Peer-to-peer payments,TOTAL,4455153,16560383923.204865,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\3.json
himachal-pradesh,2021,Merchant payments,TOTAL,4198808,3524434949.634083,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\3.json
himachal-pradesh,2021,Recharge & bill payments,TOTAL,3359406,1178802736.5280356,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\3.json
himachal-pradesh,2021,Financial Services,TOTAL,14497,22805774.600357123,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\3.json
himachal-pradesh,2021,Others,TOTAL,36303,23834687.160697926,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\3.json
himachal-pradesh,2021,Merchant payments,TOTAL,6062931,5228613146.743451,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\4.json
himachal-pradesh,2021,Peer-to-peer payments,TOTAL,5323397,19568394324.584805,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\4.json
himachal-pradesh,2021,Recharge & bill payments,TOTAL,3211367,1278824361.837138,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\4.json
himachal-pradesh,2021,Financial Services,TOTAL,18198,24809740.714031782,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\4.json
himachal-pradesh,2021,Others,TOTAL,50971,35578926.74639452,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2021\4.json
himachal-pradesh,2022,Merchant payments,TOTAL,7030946,5558905677.966259,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\1.json
himachal-pradesh,2022,Peer-to-peer payments,TOTAL,5718936,19473276901.331963,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\1.json
himachal-pradesh,2022,Recharge & bill payments,TOTAL,3271665,1429960686.7669475,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\1.json
himachal-pradesh,2022,Financial Services,TOTAL,19314,24442138.15399971,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\1.json
himachal-pradesh,2022,Others,TOTAL,47319,31862035.713640407,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\1.json
himachal-pradesh,2022,Merchant payments,TOTAL,10591420,7697399368.089639,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\2.json
himachal-pradesh,2022,Peer-to-peer payments,TOTAL,7109948,24407668318.014194,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\2.json
himachal-pradesh,2022,Recharge & bill payments,TOTAL,3520538,1553155243.3951051,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\2.json
himachal-pradesh,2022,Financial Services,TOTAL,16901,20627276.079190243,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\2.json
himachal-pradesh,2022,Others,TOTAL,52564,30257752.66416522,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\2.json
himachal-pradesh,2022,Merchant payments,TOTAL,12686960,8511266152.669347,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\3.json
himachal-pradesh,2022,Peer-to-peer payments,TOTAL,8330778,27039659316.468132,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\3.json
himachal-pradesh,2022,Recharge & bill payments,TOTAL,4083168,1780405740.3941154,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\3.json
himachal-pradesh,2022,Financial Services,TOTAL,21293,22686931.870640453,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\3.json
himachal-pradesh,2022,Others,TOTAL,42669,26764547.138168834,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\3.json
himachal-pradesh,2022,Merchant payments,TOTAL,15297492,10280295883.656351,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\4.json
himachal-pradesh,2022,Peer-to-peer payments,TOTAL,9284824,29629346091.977356,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\4.json
himachal-pradesh,2022,Recharge & bill payments,TOTAL,3907023,1810538524.3215194,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\4.json
himachal-pradesh,2022,Financial Services,TOTAL,24342,31775337.436365627,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\4.json
himachal-pradesh,2022,Others,TOTAL,41455,27387394.982090995,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2022\4.json
himachal-pradesh,2023,Merchant payments,TOTAL,14694013,9023136407.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\1.json
himachal-pradesh,2023,Peer-to-peer payments,TOTAL,8637695,26709451358.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\1.json
himachal-pradesh,2023,Recharge & bill payments,TOTAL,3901516,1950250571.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\1.json
himachal-pradesh,2023,Financial Services,TOTAL,25722,30757925.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\1.json
himachal-pradesh,2023,Others,TOTAL,42780,27351473.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\1.json
himachal-pradesh,2023,Merchant payments,TOTAL,19954117,11643011071.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\2.json
himachal-pradesh,2023,Peer-to-peer payments,TOTAL,10781507,33008088763.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\2.json
himachal-pradesh,2023,Recharge & bill payments,TOTAL,4247339,2159052653.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\2.json
himachal-pradesh,2023,Financial Services,TOTAL,27709,34689932.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\2.json
himachal-pradesh,2023,Others,TOTAL,50923,30221299.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\2.json
himachal-pradesh,2023,Merchant payments,TOTAL,19233611,10559011464.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\3.json
himachal-pradesh,2023,Peer-to-peer payments,TOTAL,9983786,29239694406.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\3.json
himachal-pradesh,2023,Recharge & bill payments,TOTAL,4046932,1991652882.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\3.json
himachal-pradesh,2023,Financial Services,TOTAL,27958,41972330.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\3.json
himachal-pradesh,2023,Others,TOTAL,44767,22240555.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\3.json
himachal-pradesh,2023,Merchant payments,TOTAL,23387107,12903037462.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\4.json
himachal-pradesh,2023,Peer-to-peer payments,TOTAL,11365164,33158062287.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\4.json
himachal-pradesh,2023,Recharge & bill payments,TOTAL,3816711,2143949720.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\4.json
himachal-pradesh,2023,Financial Services,TOTAL,33097,51956047.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\4.json
himachal-pradesh,2023,Others,TOTAL,49760,23241048.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2023\4.json
himachal-pradesh,2024,Merchant payments,TOTAL,23888813,12955779718.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\1.json
himachal-pradesh,2024,Peer-to-peer payments,TOTAL,11704961,32645830060.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\1.json
himachal-pradesh,2024,Recharge & bill payments,TOTAL,3859407,2212162426.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\1.json
himachal-pradesh,2024,Financial Services,TOTAL,30691,48981227.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\1.json
himachal-pradesh,2024,Others,TOTAL,36689,21477908.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\1.json
himachal-pradesh,2024,Merchant payments,TOTAL,33432764,17005142646.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\2.json
himachal-pradesh,2024,Peer-to-peer payments,TOTAL,14843874,40268257987.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\2.json
himachal-pradesh,2024,Recharge & bill payments,TOTAL,4230908,2481006839.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\2.json
himachal-pradesh,2024,Financial Services,TOTAL,36023,61908319.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\2.json
himachal-pradesh,2024,Others,TOTAL,40232,33424911.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\2.json
himachal-pradesh,2024,Merchant payments,TOTAL,31048392,15876449590.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\3.json
himachal-pradesh,2024,Peer-to-peer payments,TOTAL,14484420,38181559423.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\3.json
himachal-pradesh,2024,Recharge & bill payments,TOTAL,4131536,2449198130.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\3.json
himachal-pradesh,2024,Financial Services,TOTAL,44777,72816126.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\3.json
himachal-pradesh,2024,Others,TOTAL,28424,35918329.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\3.json
himachal-pradesh,2024,Merchant payments,TOTAL,34093853,18651098385.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\4.json
himachal-pradesh,2024,Peer-to-peer payments,TOTAL,15691651,42533547817.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\4.json
himachal-pradesh,2024,Recharge & bill payments,TOTAL,3857052,2426494040.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\4.json
himachal-pradesh,2024,Financial Services,TOTAL,129364,92305168.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\4.json
himachal-pradesh,2024,Others,TOTAL,26478,33550824.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\himachal-pradesh\2024\4.json
jammu-&-kashmir,2018,Recharge & bill payments,TOTAL,457813,78812610.35129012,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\1.json
jammu-&-kashmir,2018,Peer-to-peer payments,TOTAL,353621,861670157.9310012,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\1.json
jammu-&-kashmir,2018,Financial Services,TOTAL,65683,10269382.6199755,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\1.json
jammu-&-kashmir,2018,Merchant payments,TOTAL,28696,30967525.638810236,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\1.json
jammu-&-kashmir,2018,Others,TOTAL,35755,23651562.715049967,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\1.json
jammu-&-kashmir,2018,Recharge & bill payments,TOTAL,794502,166762242.91718757,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\2.json
jammu-&-kashmir,2018,Peer-to-peer payments,TOTAL,771844,2372961687.5536175,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\2.json
jammu-&-kashmir,2018,Financial Services,TOTAL,112422,15636116.81386063,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\2.json
jammu-&-kashmir,2018,Merchant payments,TOTAL,79248,64454257.5252622,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\2.json
jammu-&-kashmir,2018,Others,TOTAL,38310,31391931.692946266,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\2.json
jammu-&-kashmir,2018,Peer-to-peer payments,TOTAL,1260453,3616022745.5645847,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\3.json
jammu-&-kashmir,2018,Recharge & bill payments,TOTAL,822143,203079955.34644008,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\3.json
jammu-&-kashmir,2018,Merchant payments,TOTAL,140076,82826475.18797052,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\3.json
jammu-&-kashmir,2018,Financial Services,TOTAL,44464,6397888.3546260595,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\3.json
jammu-&-kashmir,2018,Others,TOTAL,36825,26373935.004048545,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\3.json
jammu-&-kashmir,2018,Peer-to-peer payments,TOTAL,1265457,5151829745.262983,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\4.json
jammu-&-kashmir,2018,Recharge & bill payments,TOTAL,970724,254473764.00233167,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\4.json
jammu-&-kashmir,2018,Merchant payments,TOTAL,402303,215771001.5429565,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\4.json
jammu-&-kashmir,2018,Financial Services,TOTAL,33775,6072177.152358056,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\4.json
jammu-&-kashmir,2018,Others,TOTAL,49051,36573577.73688933,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2018\4.json
jammu-&-kashmir,2019,Peer-to-peer payments,TOTAL,1913720,5414709531.836735,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\1.json
jammu-&-kashmir,2019,Recharge & bill payments,TOTAL,1131953,302663112.8884805,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\1.json
jammu-&-kashmir,2019,Merchant payments,TOTAL,452379,199219534.93760535,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\1.json
jammu-&-kashmir,2019,Financial Services,TOTAL,43247,4593545.201922052,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\1.json
jammu-&-kashmir,2019,Others,TOTAL,43688,30649751.65627311,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\1.json
jammu-&-kashmir,2019,Peer-to-peer payments,TOTAL,1180781,5666318253.462076,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\2.json
jammu-&-kashmir,2019,Recharge & bill payments,TOTAL,706569,215937468.94414753,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\2.json
jammu-&-kashmir,2019,Merchant payments,TOTAL,353678,188931529.4882364,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\2.json
jammu-&-kashmir,2019,Financial Services,TOTAL,22663,2652961.353697454,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\2.json
jammu-&-kashmir,2019,Others,TOTAL,32664,26301988.31534837,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\2.json
jammu-&-kashmir,2019,Peer-to-peer payments,TOTAL,618694,3499425217.9582095,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\3.json
jammu-&-kashmir,2019,Recharge & bill payments,TOTAL,318061,111964437.03321175,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\3.json
jammu-&-kashmir,2019,Merchant payments,TOTAL,165115,120736230.08884756,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\3.json
jammu-&-kashmir,2019,Financial Services,TOTAL,2895,658515.8825482852,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\3.json
jammu-&-kashmir,2019,Others,TOTAL,11761,11446090.81965122,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\3.json
jammu-&-kashmir,2019,Peer-to-peer payments,TOTAL,310620,1799955855.9714913,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\4.json
jammu-&-kashmir,2019,Merchant payments,TOTAL,91303,77859073.82317376,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\4.json
jammu-&-kashmir,2019,Recharge & bill payments,TOTAL,84803,49065907.04578097,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\4.json
jammu-&-kashmir,2019,Financial Services,TOTAL,197,213741.2862032762,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\4.json
jammu-&-kashmir,2019,Others,TOTAL,3005,2601419.6959477984,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2019\4.json
jammu-&-kashmir,2020,Peer-to-peer payments,TOTAL,435154,2654638582.0865793,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\1.json
jammu-&-kashmir,2020,Recharge & bill payments,TOTAL,341357,144213068.71202034,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\1.json
jammu-&-kashmir,2020,Merchant payments,TOTAL,135241,131144418.96503358,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\1.json
jammu-&-kashmir,2020,Financial Services,TOTAL,2350,2116665.1182805505,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\1.json
jammu-&-kashmir,2020,Others,TOTAL,7528,5530441.652102945,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\1.json
jammu-&-kashmir,2020,Peer-to-peer payments,TOTAL,1238380,7426818530.258213,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\2.json
jammu-&-kashmir,2020,Recharge & bill payments,TOTAL,1028741,413037418.32063264,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\2.json
jammu-&-kashmir,2020,Merchant payments,TOTAL,341375,403026357.7674071,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\2.json
jammu-&-kashmir,2020,Financial Services,TOTAL,9130,10415041.341445928,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\2.json
jammu-&-kashmir,2020,Others,TOTAL,17380,12351591.57084975,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\2.json
jammu-&-kashmir,2020,Peer-to-peer payments,TOTAL,1787154,10837119046.792652,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\3.json
jammu-&-kashmir,2020,Recharge & bill payments,TOTAL,1005745,443743222.500647,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\3.json
jammu-&-kashmir,2020,Merchant payments,TOTAL,642688,667957476.4350253,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\3.json
jammu-&-kashmir,2020,Financial Services,TOTAL,10111,13281733.802213533,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\3.json
jammu-&-kashmir,2020,Others,TOTAL,20200,15128281.341935568,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\jammu-&-kashmir\2020\3.json
