state,year,payment_category,type,count,amount,source_file
arunachal-pradesh,2024,Merchant payments,TOTAL,14117429,8515314488.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\arunachal-pradesh\2024\4.json
arunachal-pradesh,2024,Peer-to-peer payments,TOTAL,10758583,25848886063.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\arunachal-pradesh\2024\4.json
arunachal-pradesh,2024,Recharge & bill payments,TOTAL,1886780,695358159.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\arunachal-pradesh\2024\4.json
arunachal-pradesh,2024,Financial Services,TOTAL,25593,16838759.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\arunachal-pradesh\2024\4.json
arunachal-pradesh,2024,Others,TOTAL,5072,3489404.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\arunachal-pradesh\2024\4.json
assam,2018,Recharge & bill payments,TOTAL,632092,93491181.14056379,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\1.json
assam,2018,Peer-to-peer payments,TOTAL,318025,993525195.9818655,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\1.json
assam,2018,Merchant payments,TOTAL,40482,34501622.89266755,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\1.json
assam,2018,Financial Services,TOTAL,18172,4936862.200688562,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\1.json
assam,2018,Others,TOTAL,48110,31349593.99668264,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\1.json
assam,2018,Recharge & bill payments,TOTAL,984160,174427478.21340805,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\2.json
assam,2018,Peer-to-peer payments,TOTAL,530781,2064314053.1339972,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\2.json
assam,2018,Merchant payments,TOTAL,79307,73366344.80739225,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\2.json
assam,2018,Financial Services,TOTAL,22773,7051504.657611102,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\2.json
assam,2018,Others,TOTAL,46852,31425754.725386057,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\2.json
assam,2018,Recharge & bill payments,TOTAL,1275136,254569069.32411742,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\3.json
assam,2018,Peer-to-peer payments,TOTAL,843571,3424136709.5088205,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\3.json
assam,2018,Merchant payments,TOTAL,159532,96783839.37466942,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\3.json
assam,2018,Financial Services,TOTAL,22677,4741123.821880115,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\3.json
assam,2018,Others,TOTAL,50935,30904247.884785894,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\3.json
assam,2018,Recharge & bill payments,TOTAL,1703488,317661277.3470997,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\4.json
assam,2018,Peer-to-peer payments,TOTAL,1279089,5284776455.070784,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\4.json
assam,2018,Merchant payments,TOTAL,667293,240563395.2777939,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\4.json
assam,2018,Financial Services,TOTAL,28035,6331912.52655252,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\4.json
assam,2018,Others,TOTAL,56267,38689818.79087821,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2018\4.json
assam,2019,Recharge & bill payments,TOTAL,1993220,400281677.94382846,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\1.json
assam,2019,Peer-to-peer payments,TOTAL,1976310,7291433300.700247,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\1.json
assam,2019,Merchant payments,TOTAL,494871,266644645.74929428,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\1.json
assam,2019,Financial Services,TOTAL,20162,4612454.1127945455,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\1.json
assam,2019,Others,TOTAL,48442,39127457.944687635,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\1.json
assam,2019,Recharge & bill payments,TOTAL,2512932,539315772.8606573,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\2.json
assam,2019,Peer-to-peer payments,TOTAL,2293770,10035232820.852964,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\2.json
assam,2019,Merchant payments,TOTAL,573646,326844709.5879724,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\2.json
assam,2019,Financial Services,TOTAL,13654,4037222.414240564,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\2.json
assam,2019,Others,TOTAL,60927,49538663.41037582,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\2.json
assam,2019,Peer-to-peer payments,TOTAL,2713539,11835800855.176552,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\3.json
assam,2019,Recharge & bill payments,TOTAL,2645302,639885372.7480905,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\3.json
assam,2019,Merchant payments,TOTAL,513728,421380275.4207429,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\3.json
assam,2019,Financial Services,TOTAL,8606,6403456.344768786,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\3.json
assam,2019,Others,TOTAL,61396,46973660.73634353,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\3.json
assam,2019,Peer-to-peer payments,TOTAL,3222143,14083346879.361855,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\4.json
assam,2019,Recharge & bill payments,TOTAL,2937800,704118873.972094,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\4.json
assam,2019,Merchant payments,TOTAL,544053,456318130.082201,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\4.json
assam,2019,Financial Services,TOTAL,9621,3492255.0860687294,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\4.json
assam,2019,Others,TOTAL,46893,34707757.009855896,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2019\4.json
assam,2020,Peer-to-peer payments,TOTAL,4058740,18977446151.768826,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\1.json
assam,2020,Recharge & bill payments,TOTAL,3897975,971722606.1579468,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\1.json
assam,2020,Merchant payments,TOTAL,792646,675423852.9512749,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\1.json
assam,2020,Financial Services,TOTAL,10173,7054325.507515656,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\1.json
assam,2020,Others,TOTAL,49326,36781411.34368035,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\1.json
assam,2020,Recharge & bill payments,TOTAL,6045321,1612522828.7163475,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\2.json
assam,2020,Peer-to-peer payments,TOTAL,3648386,17358374071.26616,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\2.json
assam,2020,Merchant payments,TOTAL,742400,749018053.2400584,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\2.json
assam,2020,Financial Services,TOTAL,19814,18130004.687672265,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\2.json
assam,2020,Others,TOTAL,49278,28255168.009208795,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\2.json
assam,2020,Peer-to-peer payments,TOTAL,5637893,26646565777.43919,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\3.json
assam,2020,Recharge & bill payments,TOTAL,5292154,1627282415.9451878,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\3.json
assam,2020,Merchant payments,TOTAL,1383230,1492484153.3873158,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\3.json
assam,2020,Financial Services,TOTAL,24954,28452966.026372254,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\3.json
assam,2020,Others,TOTAL,59480,36605946.74600269,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\3.json
assam,2020,Peer-to-peer payments,TOTAL,7538478,36013292450.814384,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\4.json
assam,2020,Recharge & bill payments,TOTAL,5383505,1662189124.4177454,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\4.json
assam,2020,Merchant payments,TOTAL,2392184,2466913305.59039,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\4.json
assam,2020,Financial Services,TOTAL,29764,32314809.975261033,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\4.json
assam,2020,Others,TOTAL,79523,51901628.46643049,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2020\4.json
assam,2021,Peer-to-peer payments,TOTAL,9449096,45476079487.10464,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\1.json
assam,2021,Recharge & bill payments,TOTAL,6494111,2103017761.546533,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\1.json
assam,2021,Merchant payments,TOTAL,3459132,3657261586.2001615,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\1.json
assam,2021,Financial Services,TOTAL,34049,41291047.3832124,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\1.json
assam,2021,Others,TOTAL,75672,48814663.88782827,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\1.json
assam,2021,Peer-to-peer payments,TOTAL,11668399,51521387890.61253,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\2.json
assam,2021,Recharge & bill payments,TOTAL,9058005,2657676415.2458973,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\2.json
assam,2021,Merchant payments,TOTAL,4562669,4914753140.040101,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\2.json
assam,2021,Financial Services,TOTAL,49671,46106001.498141706,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\2.json
assam,2021,Others,TOTAL,94161,52549929.267157935,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\2.json
assam,2021,Peer-to-peer payments,TOTAL,15617592,64131823895.235466,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\3.json
assam,2021,Recharge & bill payments,TOTAL,10284267,3248364164.1984267,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\3.json
assam,2021,Merchant payments,TOTAL,7431371,8208706348.034584,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\3.json
assam,2021,Financial Services,TOTAL,39479,43889820.495989755,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\3.json
assam,2021,Others,TOTAL,131732,67715045.34317216,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\3.json
assam,2021,Peer-to-peer payments,TOTAL,21393962,86801625126.53499,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\4.json
assam,2021,Merchant payments,TOTAL,12895755,13378765005.905182,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\4.json
assam,2021,Recharge & bill payments,TOTAL,11484376,3842004488.3733196,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\4.json
assam,2021,Financial Services,TOTAL,60724,65456475.826191336,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\4.json
assam,2021,Others,TOTAL,185544,97116796.57575196,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2021\4.json
assam,2022,Peer-to-peer payments,TOTAL,27156085,108855352347.44865,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\1.json
assam,2022,Merchant payments,TOTAL,19011883,18833132506.022354,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\1.json
assam,2022,Recharge & bill payments,TOTAL,12474674,4424035840.366192,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\1.json
assam,2022,Financial Services,TOTAL,68432,73257991.39188361,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\1.json
assam,2022,Others,TOTAL,178812,94659207.47378007,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\1.json
assam,2022,Peer-to-peer payments,TOTAL,33879530,123829913105.31845,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\2.json
assam,2022,Merchant payments,TOTAL,28377534,24333260089.826862,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\2.json
assam,2022,Recharge & bill payments,TOTAL,13858113,4814695679.877083,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\2.json
assam,2022,Financial Services,TOTAL,50785,55549153.74320389,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\2.json
assam,2022,Others,TOTAL,168763,77624058.0178437,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\2.json
assam,2022,Peer-to-peer payments,TOTAL,37000266,127264703851.96637,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\3.json
assam,2022,Merchant payments,TOTAL,34935460,28789992307.161205,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\3.json
assam,2022,Recharge & bill payments,TOTAL,13974568,5295136932.037907,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\3.json
assam,2022,Financial Services,TOTAL,65066,62882386.459812224,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\3.json
assam,2022,Others,TOTAL,138451,76363577.27323309,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\3.json
assam,2022,Peer-to-peer payments,TOTAL,44828832,150693397669.18314,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\4.json
assam,2022,Merchant payments,TOTAL,43605784,36033810141.574844,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\4.json
assam,2022,Recharge & bill payments,TOTAL,15344794,5773980885.270762,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\4.json
assam,2022,Financial Services,TOTAL,74414,75960367.91633397,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\4.json
assam,2022,Others,TOTAL,127443,76370123.60102956,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2022\4.json
assam,2023,Merchant payments,TOTAL,48987048,39416860194.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\1.json
assam,2023,Peer-to-peer payments,TOTAL,48461200,166509153749.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\1.json
assam,2023,Recharge & bill payments,TOTAL,16113464,6266406177.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\1.json
assam,2023,Financial Services,TOTAL,82270,86978703.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\1.json
assam,2023,Others,TOTAL,116656,74768264.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\1.json
assam,2023,Merchant payments,TOTAL,62403711,45515248236.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\2.json
assam,2023,Peer-to-peer payments,TOTAL,57852989,182809282981.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\2.json
assam,2023,Recharge & bill payments,TOTAL,17858409,6631355080.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\2.json
assam,2023,Financial Services,TOTAL,81172,84797972.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\2.json
assam,2023,Others,TOTAL,94672,70104514.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\2.json
assam,2023,Merchant payments,TOTAL,82126315,51533166362.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\3.json
assam,2023,Peer-to-peer payments,TOTAL,66737077,185030502675.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\3.json
assam,2023,Recharge & bill payments,TOTAL,18524152,7310558505.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\3.json
assam,2023,Financial Services,TOTAL,105975,118529318.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\3.json
assam,2023,Others,TOTAL,81832,65257542.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\3.json
assam,2023,Merchant payments,TOTAL,95438754,60513904505.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\4.json
assam,2023,Peer-to-peer payments,TOTAL,79797949,216875937740.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\4.json
assam,2023,Recharge & bill payments,TOTAL,18323202,8011077428.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\4.json
assam,2023,Financial Services,TOTAL,119386,142552746.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\4.json
assam,2023,Others,TOTAL,72866,60164512.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2023\4.json
assam,2024,Merchant payments,TOTAL,110124616,68499650021.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\1.json
assam,2024,Peer-to-peer payments,TOTAL,90992228,244008762377.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\1.json
assam,2024,Recharge & bill payments,TOTAL,20239264,8488075878.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\1.json
assam,2024,Financial Services,TOTAL,102326,135951454.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\1.json
assam,2024,Others,TOTAL,66622,51466300.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\1.json
assam,2024,Merchant payments,TOTAL,143699277,78145261323.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\2.json
assam,2024,Peer-to-peer payments,TOTAL,105356010,258191846219.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\2.json
assam,2024,Recharge & bill payments,TOTAL,22086844,8765311662.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\2.json
assam,2024,Financial Services,TOTAL,120443,151366643.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\2.json
assam,2024,Others,TOTAL,64513,54884363.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\2.json
assam,2024,Merchant payments,TOTAL,161259693,79570459117.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\3.json
assam,2024,Peer-to-peer payments,TOTAL,112031342,244082572337.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\3.json
assam,2024,Recharge & bill payments,TOTAL,21850799,9670483722.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\3.json
assam,2024,Financial Services,TOTAL,131635,175945223.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\3.json
assam,2024,Others,TOTAL,72122,58848151.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\3.json
assam,2024,Merchant payments,TOTAL,181752000,90150626448.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\4.json
assam,2024,Peer-to-peer payments,TOTAL,129207094,282320195685.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\4.json
assam,2024,Recharge & bill payments,TOTAL,20970477,10067635906.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\4.json
assam,2024,Financial Services,TOTAL,438162,173496870.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\4.json
assam,2024,Others,TOTAL,73798,74451050.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\assam\2024\4.json
bihar,2018,Recharge & bill payments,TOTAL,3159922,375559206.7727593,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\1.json
bihar,2018,Peer-to-peer payments,TOTAL,2052089,5295346761.45083,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\1.json
bihar,2018,Financial Services,TOTAL,194295,33999413.87739952,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\1.json
bihar,2018,Merchant payments,TOTAL,138885,139827755.73655012,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\1.json
bihar,2018,Others,TOTAL,279111,201025034.17960182,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\1.json
bihar,2018,Recharge & bill payments,TOTAL,4346849,700649777.0602969,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\2.json
bihar,2018,Peer-to-peer payments,TOTAL,3447898,12141448845.077621,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\2.json
bihar,2018,Merchant payments,TOTAL,311487,318571872.8216527,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\2.json
bihar,2018,Financial Services,TOTAL,267433,45332532.096432865,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\2.json
bihar,2018,Others,TOTAL,258711,300128082.6160458,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\2.json
bihar,2018,Peer-to-peer payments,TOTAL,8893764,18695889187.89432,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\3.json
bihar,2018,Recharge & bill payments,TOTAL,4401439,804061398.5166465,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\3.json
bihar,2018,Merchant payments,TOTAL,586862,367608510.7261781,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\3.json
bihar,2018,Financial Services,TOTAL,274510,33276460.45213346,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\3.json
bihar,2018,Others,TOTAL,211229,234968821.31206354,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\3.json
bihar,2018,Peer-to-peer payments,TOTAL,8094296,26224303882.80399,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\4.json
bihar,2018,Recharge & bill payments,TOTAL,5469096,986310785.0093702,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\4.json
bihar,2018,Merchant payments,TOTAL,1680664,848968693.0665624,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\4.json
bihar,2018,Financial Services,TOTAL,237247,36199427.51318769,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\4.json
bihar,2018,Others,TOTAL,251098,302214380.18458414,C:\Users\iqbal\Downloads\pulse\pulse-master\data\aggregated\transaction\country\india\state\bihar\2018\4.json
