level,region,year,quarter,count,amount,source,state
district,chhotaudepur district,2020,3,164691,257637246.1237919,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,botad district,2020,3,340537,531013247.42391574,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,bharuch district,2020,3,2145954,3492190237.8492537,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,bhavnagar district,2020,3,1245647,2274620368.6960626,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,junagadh district,2020,3,424025,798846723.6356487,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,mahesana district,2020,3,1898909,3469191791.4686623,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,the dangs district,2020,3,61483,71541218.6802228,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,kheda district,2020,3,852224,1355999687.4186165,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,surat district,2020,3,7272097,14667802723.390911,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,porbandar district,2020,3,140684,291516188.3579706,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,gandhinagar district,2020,3,2828558,4509986129.973013,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,panch mahals district,2020,3,625835,1108852900.8189397,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,narmada district,2020,3,188013,281090742.71599275,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,gir somnath district,2020,3,456851,926514793.7373261,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,valsad district,2020,3,1743270,2801506603.4157205,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,mahisagar district,2020,3,223755,410598224.914323,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,sabar kantha district,2020,3,978647,1639580053.3462,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,tapi district,2020,3,386709,640774933.3223717,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,vadodara district,2020,3,4247473,7377577452.229219,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,banas kantha district,2020,3,2102221,4347810483.865207,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,amreli district,2020,3,505391,878846985.3990886,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,ahmadabad district,2020,3,21769867,43364229618.72334,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,dohad district,2020,3,387675,774665435.029488,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,navsari district,2020,3,669646,1042130557.8815172,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,patan district,2020,3,833224,1469939692.0924706,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,kachchh district,2020,3,1762816,3715321888.0775957,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,surendranagar district,2020,3,612549,1053748004.4105902,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,morbi district,2020,3,518903,1151870077.6734865,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\3.json,gujarat
district,anand district,2020,4,1486151,2488003643.70551,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,jamnagar district,2020,4,852972,1746204267.5136547,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,devbhumi dwarka district,2020,4,272466,564767075.0324345,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,rajkot district,2020,4,1980653,4184580562.7370863,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,aravallis district,2020,4,650966,1195080848.8393457,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,chhotaudepur district,2020,4,231699,385900402.57755136,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,botad district,2020,4,358762,637855285.7494726,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,bharuch district,2020,4,3243841,5265465828.675046,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,bhavnagar district,2020,4,1454824,2860946801.5974355,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,junagadh district,2020,4,528638,1081544206.1069198,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,mahesana district,2020,4,2473227,4748375062.213286,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,the dangs district,2020,4,89994,115392051.59941344,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,kheda district,2020,4,1146567,1924149444.9194136,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,surat district,2020,4,10950779,22483338828.296677,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,porbandar district,2020,4,185255,409734586.01614106,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,gandhinagar district,2020,4,3802536,6260558379.008726,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,panch mahals district,2020,4,861616,1522649649.0425,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,narmada district,2020,4,274158,401617563.13397676,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,gir somnath district,2020,4,537782,1181991458.5126772,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,valsad district,2020,4,2565319,4183435576.3542786,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,mahisagar district,2020,4,302767,570736679.6244228,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,sabar kantha district,2020,4,1339032,2451572619.1990595,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,tapi district,2020,4,520631,841884252.7849832,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,vadodara district,2020,4,6066452,10175864216.096031,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,banas kantha district,2020,4,2687464,5676878891.729177,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,amreli district,2020,4,564757,1075380722.1837554,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,ahmadabad district,2020,4,25926518,50995692377.18629,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,dohad district,2020,4,522944,1028322590.3102307,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,navsari district,2020,4,906395,1460927906.600296,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,patan district,2020,4,1121201,2091010409.7872968,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,kachchh district,2020,4,2405892,5163742799.021423,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,surendranagar district,2020,4,802707,1519077043.8578877,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,morbi district,2020,4,713582,1700378082.426631,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2020\4.json,gujarat
district,anand district,2021,1,1585982,2723181548.9945545,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,jamnagar district,2021,1,899501,1894971999.4394412,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,devbhumi dwarka district,2021,1,263772,630081190.7413921,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,rajkot district,2021,1,2278417,5057583315.413301,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,aravallis district,2021,1,655695,1314732516.1866503,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,chhotaudepur district,2021,1,225606,452389275.3974223,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,botad district,2021,1,367267,798953588.0229607,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,bharuch district,2021,1,3420929,5756013890.9055805,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,bhavnagar district,2021,1,1446583,3264511506.595693,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,junagadh district,2021,1,543809,1204237180.1488335,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,mahesana district,2021,1,2587041,5454846785.509393,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,the dangs district,2021,1,83737,130412216.08515008,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,kheda district,2021,1,1165033,2180336937.401629,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,surat district,2021,1,13429789,28261722802.552788,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,porbandar district,2021,1,184436,466162975.4066367,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,gandhinagar district,2021,1,4275528,7290530767.260056,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,panch mahals district,2021,1,976434,1849730326.470284,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,narmada district,2021,1,268489,479844444.1932763,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,gir somnath district,2021,1,575287,1368653768.466436,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,valsad district,2021,1,2745663,4775335083.735588,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,mahisagar district,2021,1,280340,582703615.8071253,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,sabar kantha district,2021,1,1357102,2620770589.4913707,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,tapi district,2021,1,612570,1114541037.7686372,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,vadodara district,2021,1,7191021,11925964623.063154,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,banas kantha district,2021,1,2927080,6883945517.865922,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,amreli district,2021,1,513706,1123115019.4190373,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,ahmadabad district,2021,1,36857358,68688129153.575096,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,dohad district,2021,1,548628,1226581747.5402272,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,navsari district,2021,1,1022239,1773256368.3156428,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,patan district,2021,1,1165681,2425828408.868511,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,kachchh district,2021,1,2664604,6036765372.934219,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,surendranagar district,2021,1,806962,1725777306.55805,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,morbi district,2021,1,848276,2219169833.3171697,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\1.json,gujarat
district,anand district,2021,2,1711394,3014631897.6682367,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,jamnagar district,2021,2,1155054,2206347098.925128,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,devbhumi dwarka district,2021,2,333279,738788439.0915308,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,rajkot district,2021,2,2675842,5707346831.237131,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,aravallis district,2021,2,847681,1683647671.7291918,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,chhotaudepur district,2021,2,275873,540185404.7441366,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,botad district,2021,2,550313,1280565807.277298,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,bharuch district,2021,2,3937665,6464930552.559841,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,bhavnagar district,2021,2,1660432,3448497365.237627,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,junagadh district,2021,2,700286,1487953525.5343559,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,mahesana district,2021,2,3118685,6292779692.204142,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,the dangs district,2021,2,105158,157878766.4304675,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,kheda district,2021,2,1362561,2503386769.0668764,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,surat district,2021,2,15230233,30756115155.739143,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,porbandar district,2021,2,227413,558446703.6568799,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,gandhinagar district,2021,2,4552010,7835004938.194845,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,panch mahals district,2021,2,1214442,2245183337.229858,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,narmada district,2021,2,332174,534890391.66917926,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,gir somnath district,2021,2,746122,1686621125.0672534,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,valsad district,2021,2,3236626,5434041159.757242,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,mahisagar district,2021,2,364905,744153750.2746319,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,sabar kantha district,2021,2,1659480,3248644724.13906,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,tapi district,2021,2,814911,1327829881.8383355,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,vadodara district,2021,2,7847805,12902554421.650602,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,banas kantha district,2021,2,3648428,8286069195.93278,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,amreli district,2021,2,659562,1524494293.670391,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,ahmadabad district,2021,2,44173046,79437951666.15146,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,dohad district,2021,2,693945,1556292873.7368991,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,navsari district,2021,2,1296111,2197674429.667848,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,patan district,2021,2,1384484,2811156126.4368644,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,kachchh district,2021,2,3268191,7040086478.344803,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,surendranagar district,2021,2,1029627,2066433661.8066688,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,morbi district,2021,2,1027658,2441470415.445466,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\2.json,gujarat
district,anand district,2021,3,2268123,3900508554.1397376,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,jamnagar district,2021,3,1546406,2841962054.6034217,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,devbhumi dwarka district,2021,3,418822,960353473.0403948,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,rajkot district,2021,3,3586356,7726777654.637352,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,aravallis district,2021,3,1072139,2034322149.7296264,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,chhotaudepur district,2021,3,319271,611013838.0899625,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,botad district,2021,3,775124,1847036989.381681,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,bharuch district,2021,3,5280607,8322570348.519125,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,bhavnagar district,2021,3,2001668,4470254984.23804,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,junagadh district,2021,3,833587,1786079501.4768844,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,mahesana district,2021,3,4085272,8371811502.22802,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,the dangs district,2021,3,142421,220242754.8697721,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,kheda district,2021,3,1748901,3172710752.9721527,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,surat district,2021,3,21214459,40838608900.13971,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,porbandar district,2021,3,275154,690810567.5533752,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,gandhinagar district,2021,3,6318239,10546315790.961113,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,panch mahals district,2021,3,1549556,2762752529.1230626,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,narmada district,2021,3,446278,730606768.6161022,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,gir somnath district,2021,3,912616,2047248878.9171567,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,valsad district,2021,3,4434194,7173200940.388832,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,mahisagar district,2021,3,442046,893324969.8932046,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,sabar kantha district,2021,3,2129127,3945628260.6717844,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,tapi district,2021,3,1010949,1621047025.5570326,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,vadodara district,2021,3,10555446,16336422910.897554,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,banas kantha district,2021,3,4877149,11302732744.859072,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,amreli district,2021,3,880856,2030095872.7498639,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,ahmadabad district,2021,3,58611265,101760598132.07088,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,dohad district,2021,3,924227,1953033067.4008594,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,navsari district,2021,3,1703437,2845342547.406067,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,patan district,2021,3,1805160,3735782880.347761,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,kachchh district,2021,3,4378602,9001941152.864368,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,surendranagar district,2021,3,1292951,2671069363.2201557,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,morbi district,2021,3,1407999,3472418252.020602,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\3.json,gujarat
district,anand district,2021,4,2754485,4901381738.859557,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\4.json,gujarat
district,jamnagar district,2021,4,1892202,3573928284.546256,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\4.json,gujarat
district,devbhumi dwarka district,2021,4,508824,1236361450.5936007,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\4.json,gujarat
district,rajkot district,2021,4,4398724,9808446763.924477,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\gujarat\2021\4.json,gujarat
