level,region,year,quarter,count,amount,source,state
district,bargarh district,2022,1,3467880,7430199582.216238,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,dhenkanal district,2022,1,4932962,8922834794.738628,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,bhadrak district,2022,1,7049860,12413725786.608274,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,nuapada district,2022,1,1270136,2867818846.767225,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,kendujhar district,2022,1,7553005,15056691322.671284,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,mayurbhanj district,2022,1,5095313,9650878750.134228,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,jharsuguda district,2022,1,4134502,6844271054.447269,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,kandhamal district,2022,1,2538748,4625177433.767569,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,deogarh district,2022,1,598462,1357264183.472781,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,sundargarh district,2022,1,8621086,15915215285.753382,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,jagatsinghapur district,2022,1,5978387,10028244699.653543,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,balangir district,2022,1,4197830,8648940992.57866,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,baleshwar district,2022,1,10164531,19169857482.365425,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,puri district,2022,1,9268269,15063520180.066017,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,sonepur district,2022,1,1409459,3419311100.9759455,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,khordha district,2022,1,104052705,152745328927.4852,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,boudh district,2022,1,951344,2234431099.098205,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,gajapati district,2022,1,1692615,3677406538.0799146,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,nayagarh district,2022,1,3648292,6409579564.6163,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,nabarangpur district,2022,1,1875017,4950344796.343363,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,kendrapara district,2022,1,5689131,9906960117.735264,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,cuttack district,2022,1,18955932,31482914773.52869,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\1.json,odisha
district,rayagada district,2022,2,4627958,8714955313.81208,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,koraput district,2022,2,4936573,10469450815.614134,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,malkangiri district,2022,2,1387356,3383818107.9216194,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,sambalpur district,2022,2,6893113,10992643684.982574,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,kalahandi district,2022,2,4688556,8314694921.632622,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,anugul district,2022,2,7523854,13937160595.230968,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,ganjam district,2022,2,17162973,34095586248.503082,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,jajapur district,2022,2,12788486,20441535607.89478,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,bargarh district,2022,2,4086915,8114146805.586442,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,dhenkanal district,2022,2,5757058,9756517532.112658,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,bhadrak district,2022,2,8276685,14146459101.732891,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,nuapada district,2022,2,1521970,3116138855.4475727,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,kendujhar district,2022,2,8741853,16383523040.274462,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,mayurbhanj district,2022,2,6060816,10858866629.542103,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,jharsuguda district,2022,2,4801176,7708561039.053738,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,kandhamal district,2022,2,2888894,5091606151.332576,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,deogarh district,2022,2,690751,1490625193.843516,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,sundargarh district,2022,2,10183902,18077191337.901314,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,jagatsinghapur district,2022,2,7161421,11721528584.666618,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,balangir district,2022,2,4915372,9186213799.65329,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,baleshwar district,2022,2,12044394,22154827661.360664,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,puri district,2022,2,11076675,17846685658.05171,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,sonepur district,2022,2,1649781,3533650027.0623655,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,khordha district,2022,2,124986765,174299128204.99298,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,boudh district,2022,2,1082256,2255513699.796166,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,gajapati district,2022,2,2039493,4088833138.615046,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,nayagarh district,2022,2,4075329,6885797711.463306,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,nabarangpur district,2022,2,2228087,5063429958.41774,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,kendrapara district,2022,2,6628224,11344691542.074535,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,cuttack district,2022,2,22544912,36561231371.455444,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\2.json,odisha
district,rayagada district,2022,3,4630056,7860841426.804449,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,koraput district,2022,3,5222148,9998538489.170717,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,malkangiri district,2022,3,1473325,3146761920.0637245,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,sambalpur district,2022,3,7870435,11478161491.375761,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,kalahandi district,2022,3,5013207,7966634545.859101,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,anugul district,2022,3,8115183,13631294531.285408,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,ganjam district,2022,3,18696976,33504012152.53193,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,jajapur district,2022,3,13031811,18746602447.445084,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,bargarh district,2022,3,5107762,8890053156.888083,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,dhenkanal district,2022,3,6306392,9609384521.368855,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,bhadrak district,2022,3,8725910,13285204298.360706,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,nuapada district,2022,3,1638138,3030878277.7567472,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,kendujhar district,2022,3,8971733,14742503568.623667,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,mayurbhanj district,2022,3,6682226,10635989150.205183,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,jharsuguda district,2022,3,5377124,8014356028.054185,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,kandhamal district,2022,3,1814757,3284992415.173833,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,deogarh district,2022,3,793258,1434375903.9677882,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,sundargarh district,2022,3,12922754,20430235862.000168,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,jagatsinghapur district,2022,3,7256382,10735372271.141613,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,balangir district,2022,3,5221322,9063831703.893017,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,baleshwar district,2022,3,11721722,19704921264.79484,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,puri district,2022,3,11193823,16592473105.31533,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,sonepur district,2022,3,1778702,3405255943.0292325,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,khordha district,2022,3,182514532,234713995654.54218,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,boudh district,2022,3,1191513,2148876148.799854,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,gajapati district,2022,3,3662329,7752031340.001187,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,nayagarh district,2022,3,4495311,6946679941.389475,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,nabarangpur district,2022,3,2357269,4596544680.665671,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,kendrapara district,2022,3,6258047,9787502106.824364,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,cuttack district,2022,3,26643179,39407252993.2224,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\3.json,odisha
district,rayagada district,2022,4,5257941,8675747746.466286,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,koraput district,2022,4,6085464,11474927055.711767,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,malkangiri district,2022,4,1806300,3725926906.976351,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,sambalpur district,2022,4,10274024,14842758106.879675,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,kalahandi district,2022,4,5718284,9059291540.607044,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,anugul district,2022,4,12295417,19745058048.99432,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,ganjam district,2022,4,22374745,39538930037.66425,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,jajapur district,2022,4,14867125,21337793694.560028,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,bargarh district,2022,4,5568285,9785407450.508883,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,dhenkanal district,2022,4,6836914,10618843490.215986,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,bhadrak district,2022,4,10065776,15308124669.531929,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,nuapada district,2022,4,1890250,3596704492.6502886,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,kendujhar district,2022,4,10410170,17491124060.737698,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,mayurbhanj district,2022,4,8292947,13255523390.65194,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,jharsuguda district,2022,4,5993084,8933820245.634933,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,kandhamal district,2022,4,2010523,3670658325.388134,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,deogarh district,2022,4,798399,1590818534.2203064,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,sundargarh district,2022,4,13451927,21877712615.61438,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,jagatsinghapur district,2022,4,8378147,12340755527.048079,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,balangir district,2022,4,6484587,11236556907.329634,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,baleshwar district,2022,4,13396460,22861471772.138065,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,puri district,2022,4,13182742,19540224955.19215,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,sonepur district,2022,4,2183385,3996412193.5660787,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,khordha district,2022,4,208260666,268479766618.40594,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,boudh district,2022,4,1271353,2337831973.684458,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,gajapati district,2022,4,3242621,6909085562.353609,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,nayagarh district,2022,4,4834028,7483877287.158049,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,nabarangpur district,2022,4,2969219,5927912765.485254,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,kendrapara district,2022,4,7111443,11163586588.46068,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,cuttack district,2022,4,30402517,45410411960.17213,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2022\4.json,odisha
district,rayagada district,2023,1,9242117,15843507868.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,koraput district,2023,1,10477639,19625419729.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,malkangiri district,2023,1,3379377,7024085785.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,sambalpur district,2023,1,14071573,20599161744.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,kalahandi district,2023,1,10265015,17450640008.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,anugul district,2023,1,15740427,27099331321.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,ganjam district,2023,1,32835788,61573352324.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,jajapur district,2023,1,25255634,37473229516.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,bargarh district,2023,1,8484449,15825674760.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,dhenkanal district,2023,1,11782611,18813154646.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,bhadrak district,2023,1,16140167,26416399764.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,nuapada district,2023,1,3426856,6435315301.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,kendujhar district,2023,1,18026645,31232789553.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,mayurbhanj district,2023,1,12205379,20296749444.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,jharsuguda district,2023,1,9307491,13856078393.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,kandhamal district,2023,1,3307033,5954869943.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,deogarh district,2023,1,1468398,2928557374.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,sundargarh district,2023,1,20729692,33143659545.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,jagatsinghapur district,2023,1,13624395,20464625700.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,balangir district,2023,1,10543941,19132286523.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,baleshwar district,2023,1,22230329,39044589915.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,puri district,2023,1,21713045,32501736718.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,sonepur district,2023,1,3584230,7359675423.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,khordha district,2023,1,111522734,135017933250.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,boudh district,2023,1,2331533,4699827212.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,gajapati district,2023,1,3933839,7156141256.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,nayagarh district,2023,1,8162882,13199944354.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,nabarangpur district,2023,1,5141635,11008689918.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,kendrapara district,2023,1,12576184,20308826840.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,cuttack district,2023,1,41385050,62482723536.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\1.json,odisha
district,rayagada district,2023,2,10430733,16326853134.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,koraput district,2023,2,12108317,20632039550.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,malkangiri district,2023,2,4006534,7377060939.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,sambalpur district,2023,2,13805023,19664092856.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,kalahandi district,2023,2,11483007,17433145169.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,anugul district,2023,2,17821017,28339516034.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,ganjam district,2023,2,37687158,65580991112.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,jajapur district,2023,2,28791729,40171499264.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,bargarh district,2023,2,9687928,16347856794.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,dhenkanal district,2023,2,13271170,19560724883.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,bhadrak district,2023,2,18158095,27663111525.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,nuapada district,2023,2,3842005,6363214004.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,kendujhar district,2023,2,20222348,32289663832.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,mayurbhanj district,2023,2,14022144,22050422348.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,jharsuguda district,2023,2,10602684,14973940875.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,kandhamal district,2023,2,3880193,6668488360.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,deogarh district,2023,2,1650318,3119334936.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,sundargarh district,2023,2,23197177,35645373543.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,jagatsinghapur district,2023,2,15759372,22153848980.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,balangir district,2023,2,11856945,18902988269.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,baleshwar district,2023,2,25291904,42078597675.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,puri district,2023,2,25372964,36233538120.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,sonepur district,2023,2,4062758,7337203832.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,khordha district,2023,2,124412287,146803819835.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
district,boudh district,2023,2,2609458,4594961187.0,C:\Users\iqbal\Downloads\pulse\pulse-master\data\map\transaction\hover\country\india\state\odisha\2023\2.json,odisha
